suburb,suburb_state,numCrimes
belgrave,VIC,1488
murra warra,VIC,2
turoar,VIC,1
mount beauty,VIC,130
mount buffalo,VIC,3
mystic park,VIC,38
ripponlea,VIC,433
barwidgee creek,VIC,2
thornbury,VIC,6518
nyah,VIC,62
bunkers hill,VIC,36
lake bolac,VIC,125
curdievale,VIC,2
coopers creek,VIC,43
rose river,VIC,15
highlands,VIC,23
kyabram,VIC,2447
allansford,VIC,162
haven,VIC,114
howqua,VIC,28
mount bolton,VIC,1
point lonsdale,VIC,401
keysborough,VIC,7120
roxburgh park,VIC,6716
ringwood east,VIC,2728
granite rock,VIC,10
noojee,VIC,144
karramomus,VIC,10
colac,VIC,5839
sawmill settlement,VIC,17
she oaks,VIC,4
glenloth east,VIC,1
daisy hill,VIC,31
bumberrah,VIC,11
cardinia,VIC,108
phillip island,VIC,161
chewton bushlands,VIC,1
clear lake,VIC,17
seville,VIC,433
georges creek,VIC,1
mossiface,VIC,29
beechworth,VIC,663
serviceton,VIC,54
timmering,VIC,22
melbourne university,VIC,1
muskerry east,VIC,8
dallas,VIC,2558
boggy creek,VIC,1
linton,VIC,125
montgomery,VIC,6
cotswold,VIC,6
mepunga,VIC,111
narrung,VIC,3
cowleys creek,VIC,1
orford,VIC,12
vermont south,VIC,1766
bunbartha,VIC,43
tanybryn,VIC,5
boolarra south,VIC,19
madalya,VIC,1
long gully,VIC,1897
manor,VIC,1
nalinga,VIC,5
moorabbin east,VIC,39
boonah,VIC,3
buchan,VIC,80
merbein,VIC,1345
germantown,VIC,4
hadfield,VIC,2452
kalpienung,VIC,2
dartmoor,VIC,35
mount duneed,VIC,267
wensleydale,VIC,5
charlemont,VIC,16
avonmore,VIC,6
harrietville,VIC,27
nicholson,VIC,137
ravenswood south,VIC,18
bullengarook,VIC,119
ascot,VIC,159
vectis,VIC,22
wanalta,VIC,5
whittington,VIC,2485
the basin,VIC,882
upper plenty,VIC,89
clyde north,VIC,1544
lorne,VIC,820
boralma,VIC,16
annuello,VIC,5
moonlight flat,VIC,7
simpson barracks,VIC,1
fyansford,VIC,190
glenormiston north,VIC,17
neilborough,VIC,58
ladys pass,VIC,6
mcmahons creek,VIC,13
cornella,VIC,18
willowvale,VIC,1
lake boga,VIC,207
kaarimba,VIC,28
miepoll,VIC,13
goulburn weir,VIC,15
penshurst,VIC,141
st andrews beach,VIC,174
yarra glen,VIC,414
cressy,VIC,39
indented head,VIC,201
glenvale,VIC,7
attwood,VIC,578
howqua inlet,VIC,2
frankston east,VIC,1
kangaroo lake,VIC,5
wuk wuk,VIC,21
middle tarwin,VIC,8
seabrook,VIC,1045
lysterfield south,VIC,192
tahara,VIC,5
pelluebla,VIC,5
nullawarre north,VIC,1
bundalong,VIC,142
navarre,VIC,14
boweya,VIC,13
scotsburn,VIC,35
clarinda,VIC,1454
plumpton,VIC,1025
bellfield,VIC,718
nurrabiel,VIC,3
myamyn,VIC,9
edenhope,VIC,274
bochara,VIC,11
shelbourne,VIC,37
baranduda,VIC,185
tanjil south,VIC,65
wyelangta,VIC,2
terrick east,VIC,1
redan,VIC,955
homewood,VIC,9
noorongong,VIC,1
glenthompson,VIC,39
walkerville,VIC,31
mirboo,VIC,45
safety beach,VIC,895
north blackwood,VIC,2
caroline springs,VIC,6515
geelong west,VIC,4476
jamieson,VIC,55
syndal,VIC,118
moranding,VIC,7
kew,VIC,7071
sassafras,VIC,135
mount beckworth,VIC,1
curlewis,VIC,218
drummond north,VIC,6
main ridge,VIC,65
archdale,VIC,17
tarranginnie,VIC,1
anglers rest,VIC,19
seaview,VIC,16
st germains,VIC,20
goldie,VIC,3
mentone,VIC,4145
kunat,VIC,2
chadstone,VIC,5023
surrey hills,VIC,2030
manorina,VIC,8
meadow heights,VIC,6447
chatsworth,VIC,1
bringalbert,VIC,1
terang,VIC,808
lillico,VIC,4
wickliffe,VIC,6
orrvale,VIC,73
yandoit hills,VIC,2
calivil,VIC,23
fitzroy,VIC,13389
gre gre,VIC,8
turriff,VIC,1
wensley dale,VIC,2
bonang,VIC,1
tallygaroopna,VIC,52
lerderderg,VIC,2
mount eliza,VIC,2435
rockbank,VIC,2042
flinders,VIC,286
giffard,VIC,13
woodstock west,VIC,1
heidelberg west,VIC,5767
boorhaman north,VIC,5
grand ridge,VIC,3
avon plains,VIC,1
marraweeney,VIC,11
elmhurst,VIC,54
timboon west,VIC,6
wellsford,VIC,36
glomar beach,VIC,8
gundowring,VIC,8
barkly,VIC,10
kennett river,VIC,13
patterson lakes,VIC,2096
gentle annie,VIC,4
charam,VIC,1
garden city,VIC,10
portsea,VIC,320
cobram east,VIC,27
dixons creek,VIC,60
beremboke,VIC,32
cora lynn,VIC,34
toora,VIC,174
maldon,VIC,295
mid valley,VIC,1
jeeralang junction,VIC,54
melton west,VIC,4631
woorarra,VIC,4
bairnsdale east,VIC,150
zeerust,VIC,108
digby,VIC,28
rathscar,VIC,8
harston,VIC,27
yeungroon,VIC,4
south melbourne,VIC,11265
willatook,VIC,4
taminick,VIC,7
dunolly,VIC,214
bullumwaal,VIC,6
blackburn north,VIC,979
sunbury,VIC,12218
seacombe,VIC,13
burnewang,VIC,8
swanpool,VIC,17
baw baw,VIC,10
trafalgar south,VIC,8
camberwell,VIC,5592
mepunga west,VIC,2
oak park,VIC,1339
ky valley,VIC,153
tinamba,VIC,75
rokewood,VIC,89
mildura,VIC,23863
simpsons creek,VIC,4
newry,VIC,90
wantirna south,VIC,7770
boho,VIC,12
mount clear,VIC,917
norlane,VIC,8775
sedgwick,VIC,32
mcintyre,VIC,4
warrong,VIC,5
st clair,VIC,1
jan juc,VIC,516
fosterville,VIC,19
muskerry,VIC,8
emerald,VIC,1122
adams estate,VIC,1
middle camberwell,VIC,1
menzies creek,VIC,136
paynesville,VIC,657
merrivale,VIC,1
murrindindi,VIC,36
gong gong,VIC,3
jancourt east,VIC,30
chinkapook,VIC,14
sailors falls,VIC,6
eldorado,VIC,31
archerton,VIC,3
fairley,VIC,4
clyde,VIC,622
forbes,VIC,1
minyip,VIC,64
buxton,VIC,91
enfield,VIC,86
illabarook,VIC,5
riverside,VIC,36
wattle glen,VIC,248
caulfield east,VIC,779
milnes bridge,VIC,1
budgeree,VIC,15
heatherton,VIC,728
learmonth,VIC,106
strathmore heights,VIC,198
beardmore,VIC,4
coleraine,VIC,369
st kilda,VIC,23116
sheep hills,VIC,7
mount dandenong,VIC,218
wallington,VIC,220
jackass flat,VIC,251
tennyson,VIC,27
breakaway creek,VIC,15
bo peep,VIC,28
koorooman,VIC,7
miners rest,VIC,583
murrindal,VIC,3
butchers ridge,VIC,2
separation creek,VIC,2
clydesdale,VIC,6
gladstone park,VIC,2868
sandhurst,VIC,784
cowangie,VIC,24
willowgrove,VIC,1
smiths beach,VIC,139
toorak,VIC,4215
macs cove,VIC,19
fryerstown,VIC,16
gellibrand,VIC,54
brandy creek,VIC,5
ingliston,VIC,17
hollands landing,VIC,65
allambee reserve,VIC,5
mount macedon,VIC,158
alberton,VIC,50
marshalltown,VIC,1
chiltern,VIC,313
tynong north,VIC,60
yarraby,VIC,1
bemm river,VIC,18
millbrook,VIC,33
eversley,VIC,2
nerrin nerrin,VIC,4
clarendon,VIC,35
framlingham east,VIC,1
bamawm extension,VIC,7
natte yallock,VIC,24
leopold,VIC,1787
box hill south,VIC,1544
llanelly,VIC,8
cooriemungle,VIC,23
ormond,VIC,1515
pastoria east,VIC,4
southern cross,VIC,11
buln buln,VIC,61
mepunga east,VIC,1
brucknell,VIC,6
lardner,VIC,65
jumbunna,VIC,11
warrandyte,VIC,837
cooramook,VIC,1
woolenook,VIC,1
curyo,VIC,7
burkes flat,VIC,8
narrewillock,VIC,2
kotta,VIC,26
stratford,VIC,444
bessiebelle,VIC,25
avonsleigh,VIC,187
westmere,VIC,10
donnybrook,VIC,222
culloden,VIC,1
geelong,VIC,15760
box hill north,VIC,1561
frankston north,VIC,4747
hepburn springs,VIC,112
kernot,VIC,12
killawarra,VIC,30
mount prospect,VIC,9
galaquil,VIC,15
wombat creek,VIC,4
mount lonarch,VIC,39
hamlyn heights,VIC,1577
flynn,VIC,45
choclyn,VIC,1
hattah,VIC,20
cornishtown,VIC,15
illowa,VIC,35
dumosa,VIC,5
brunswick west,VIC,3812
lake goldsmith,VIC,36
ultima,VIC,60
newtown,VIC,2922
munro,VIC,13
cohuna,VIC,518
coongulla,VIC,112
rennick,VIC,3
flagstaff,VIC,12
yatchaw,VIC,1
weatherboard,VIC,1
nariel valley,VIC,3
callawadda,VIC,9
kyneton,VIC,2833
noorinbee,VIC,12
drumborg,VIC,32
wandana heights,VIC,219
banksia peninsula,VIC,1
piries,VIC,6
graytown,VIC,29
ombersley,VIC,10
wedderburn,VIC,379
rheola,VIC,5
kingston,VIC,81
berringa,VIC,15
main lead,VIC,3
dockers plains,VIC,1
glenbervie,VIC,3
dawson,VIC,17
woori yallock,VIC,551
terip terip,VIC,12
gannawarra,VIC,12
cheltenham east,VIC,2
queenscliff,VIC,352
wallaloo east,VIC,3
aringa,VIC,4
clydebank,VIC,23
tatura,VIC,1458
outtrim,VIC,35
mount glasgow,VIC,25
east warburton,VIC,29
ashburton,VIC,2212
scoresby,VIC,2330
drung drung,VIC,11
dalyston,VIC,141
woorarra east,VIC,1
ayrford,VIC,5
axe creek,VIC,31
jung,VIC,22
gnarwarre,VIC,34
loch sport,VIC,394
dry diggings,VIC,4
montrose,VIC,1358
baker,VIC,2
tarrenlea,VIC,1
elaine,VIC,68
whittlesea,VIC,1802
heathcote,VIC,883
simpson,VIC,52
