suburb,suburb_state,numCrimes
Ingebirah,NSW,10
Chifley,NSW,230
Wamberal,NSW,209
Monaltrie,NSW,18
Cumbandry,NSW,0
Arkell,NSW,1
Depot Beach,NSW,1
Naremburn,NSW,125
Bullawa Creek,NSW,7
South Golden Beach,NSW,21
Currabubula,NSW,20
Tumorrama,NSW,3
Palm Grove,NSW,13
Campvale,NSW,4
Maryland,NSW,294
Erina Heights,NSW,27
Graman,NSW,3
East Lismore,NSW,330
Nightcap,NSW,0
Gillenbah,NSW,27
Lalalty,NSW,2
Middle Flat,NSW,0
Pretty Pine,NSW,0
Clear Creek,NSW,3
Adamstown,NSW,606
Oberne Creek,NSW,4
Great Mackerel Beach,NSW,3
Booroorban,NSW,1
Killongbutta,NSW,1
Lindesay Creek,NSW,2
Lower Acacia Creek,NSW,5
Morisset,NSW,1081
Rutherford,NSW,1548
Upper Bylong,NSW,0
Bodalla,NSW,41
Puddledock,NSW,0
Boorooma,NSW,33
Tomboye,NSW,10
Legume,NSW,6
Crooked Corner,NSW,1
Manning Point,NSW,7
Verona,NSW,4
Rangari,NSW,5
East Killara,NSW,33
Bungwahl,NSW,15
Attunga,NSW,27
The Rock,NSW,68
East Jindabyne,NSW,13
Lorne,NSW,38
Brogers Creek,NSW,3
Bundeena,NSW,56
Nebea,NSW,4
Bondi Beach,NSW,1412
Warroo,NSW,1
Wingello,NSW,7
San Isidore,NSW,14
Tannabar,NSW,6
Lidster,NSW,14
Wallis Lake,NSW,8
Pleasant Hills,NSW,6
Milbrulong,NSW,3
Wondabyne,NSW,0
Oxford Falls,NSW,25
Murrami,NSW,20
Keera,NSW,3
Hovells Creek,NSW,4
Copeland,NSW,0
Coutts Crossing,NSW,25
Meadowbank,NSW,213
Ellalong,NSW,75
Greenwich,NSW,151
Haberfield,NSW,197
Eungella,NSW,14
Belford,NSW,14
Bathurst,NSW,1689
Piora,NSW,1
Nulkaba,NSW,57
Huonbrook,NSW,5
Myuna Bay,NSW,14
Gresford,NSW,6
Burrumbuttock,NSW,15
Clifton Grove,NSW,16
Mirrabooka,NSW,25
Tannas Mount,NSW,1
Uki,NSW,59
Sapphire,NSW,1
Wirrimah,NSW,5
Mandagery,NSW,10
Fernbrook,NSW,5
Villawood,NSW,1389
Eunanoreenya,NSW,4
Boolaroo,NSW,230
Ellangowan,NSW,29
Chichester,NSW,3
Kelvin,NSW,4
Corney Town,NSW,4
Glenridding,NSW,30
Moolarben,NSW,0
McMahons Reef,NSW,0
Kingsdale,NSW,3
Broke,NSW,39
Newnes,NSW,7
Mooball,NSW,9
Hermitage Flat,NSW,11
Jeir,NSW,9
Goonoo Goonoo,NSW,1
Chatsworth,NSW,19
Tinonee,NSW,68
Glenbawn,NSW,11
Gobarralong,NSW,1
Davistown,NSW,52
Tumbulgum,NSW,17
Gungalman,NSW,1
Tindarey,NSW,1
West Gosford,NSW,379
Elizabeth Beach,NSW,11
Ashfield,NSW,1433
Yarrie Lake,NSW,1
Koorainghat,NSW,8
Bookham,NSW,9
Wattamondara,NSW,4
Pokolbin,NSW,245
Coldstream,NSW,0
Arcadia Vale,NSW,28
Long Point,NSW,8
Myall Park,NSW,6
Kilgin,NSW,6
Monterey,NSW,148
Greenwich Park,NSW,4
Billilingra,NSW,0
Bardwell Valley,NSW,74
Bennetts Green,NSW,42
Fernhill,NSW,45
Gumly Gumly,NSW,36
Middle Arm,NSW,9
Cammeray,NSW,231
Bearbong,NSW,2
North Tamworth,NSW,320
Towamba,NSW,13
Wakool,NSW,16
Bulahdelah,NSW,135
Kynnumboon,NSW,3
North Ryde,NSW,331
Merriwa,NSW,116
Oyster Bay,NSW,76
Bangalow,NSW,62
Bom Bom,NSW,5
Parramatta,NSW,10095
Queenscliff,NSW,91
Darbys Falls,NSW,13
North Batemans Bay,NSW,57
Wandandian,NSW,17
Boorowa,NSW,92
Tahmoor,NSW,369
Coomba Park,NSW,25
Binnaway,NSW,81
Mellong,NSW,0
Paytens Bridge,NSW,2
Tyringham,NSW,7
Llandilo,NSW,154
Yowie Bay,NSW,56
Blighty,NSW,4
Manton,NSW,9
Ramsgate,NSW,85
Cawdor,NSW,30
Avisford,NSW,3
Glen William,NSW,3
West Pymble,NSW,82
Bamarang,NSW,2
Yattalunga,NSW,14
Moorebank,NSW,577
Gulgong,NSW,195
North Parramatta,NSW,769
Saltwater,NSW,0
Dalwood,NSW,9
Triangle Flat,NSW,0
Twelve Mile Peg,NSW,3
Tomewin,NSW,3
Durras North,NSW,5
Panania,NSW,499
South Wentworthville,NSW,348
Jagumba,NSW,4
Ringwood,NSW,0
Sunshine Bay,NSW,83
Ryan,NSW,0
Oakville,NSW,68
Diehard,NSW,11
Coolumbooka,NSW,0
Coolac,NSW,25
Quandialla,NSW,5
Coolringdon,NSW,2
Burcher,NSW,8
Webbs Creek,NSW,37
Kyalite,NSW,11
Penrith,NSW,8485
Biala,NSW,0
Namoi River,NSW,3
Carss Park,NSW,59
Woolloomooloo,NSW,1513
Marlowe,NSW,0
Urawilkie,NSW,2
Nymboida,NSW,21
Mayfield East,NSW,140
Swans Crossing,NSW,1
Nashua,NSW,3
Kyogle,NSW,265
Uralba,NSW,6
Bogong Peaks Wilderness,NSW,0
Salisbury,NSW,0
Ilarwill,NSW,11
Repentance Creek,NSW,2
Blakney Creek,NSW,3
Billimari,NSW,4
Bow Bowing,NSW,52
Macquarie Hills,NSW,63
Mulbring,NSW,19
Lake Cathie,NSW,124
Windang,NSW,186
Dural,NSW,265
Dudley,NSW,89
Wallacia,NSW,86
Tanja,NSW,7
Blueys Beach,NSW,20
Curra Creek,NSW,3
Barrengarry,NSW,8
Moonbah,NSW,6
Wuuluman,NSW,9
Millie,NSW,0
Sancrox,NSW,20
Cooks Hill,NSW,485
Mittagong,NSW,464
Wolli Creek,NSW,2205
Gunning Gap,NSW,2
Wolumla,NSW,14
Woolomin,NSW,15
Wollombi,NSW,25
Tantawangalo,NSW,7
Denistone East,NSW,48
Lavadia,NSW,3
Khancoban,NSW,29
Mullion Creek,NSW,15
Thirroul,NSW,609
Alice,NSW,3
Lower Creek,NSW,1
Scheyville,NSW,2
Ashley,NSW,10
Horseshoe Bend,NSW,65
Corowa,NSW,385
Roslyn,NSW,0
Bulga,NSW,31
Eucumbene,NSW,0
Coolamon,NSW,81
Timbarra,NSW,0
North Casino,NSW,22
Forbesdale,NSW,5
Dartbrook,NSW,0
Winburndale,NSW,0
Gingkin,NSW,3
Gateshead,NSW,412
Glenhaven,NSW,86
Barrack Heights,NSW,368
Ponto,NSW,0
North Woodburn,NSW,1
Grassy Head,NSW,3
Windella,NSW,10
Bogee,NSW,4
Downside,NSW,5
Yarrow,NSW,0
Pearl Beach,NSW,24
Ellenborough,NSW,20
Tucki Tucki,NSW,2
James Creek,NSW,7
Copperhannia,NSW,1
Mooral Creek,NSW,6
Ganbenang,NSW,3
Barratta,NSW,0
Upper Fine Flower,NSW,8
Titaatee Creek,NSW,1
Bonnells Bay,NSW,220
Tenambit,NSW,340
Boorolong,NSW,2
Collombatti,NSW,41
Bomen,NSW,15
Fairholme,NSW,0
Terry Hie Hie,NSW,7
Noorong,NSW,0
Chatswood,NSW,3130
Bellbrook,NSW,18
Gum Flat,NSW,9
Maryvale,NSW,2
St Huberts Island,NSW,25
Mororo,NSW,16
Gobbagombalin,NSW,30
Blacktown,NSW,12788
Scotts Flat,NSW,1
Figtree,NSW,449
Tugrabakh,NSW,1
Snowball,NSW,0
Mount Thorley,NSW,26
Croydon Park,NSW,280
Kangaloon,NSW,2
Wallerawang,NSW,135
Avondale,NSW,105
Merungle Hill,NSW,21
Budgewoi Peninsula,NSW,4
Mayvale,NSW,0
Millers Forest,NSW,28
Wisemans Ferry,NSW,42
Long Flat,NSW,7
Edenville,NSW,1
Neville,NSW,15
Bellbird Heights,NSW,52
Pembrooke,NSW,10
Girraween,NSW,252
Ashcroft,NSW,428
Ravensworth,NSW,16
Patonga,NSW,55
Gilmandyke,NSW,2
Rennie,NSW,1
Mount Darragh,NSW,0
Combaning,NSW,3
Kybeyan,NSW,3
Woolooma,NSW,2
Wombat,NSW,13
Pooncarie,NSW,6
Ebenezer,NSW,24
Gonn,NSW,0
Lawrence,NSW,44
Murrumburrah,NSW,8
Manyana,NSW,54
Charlton,NSW,0
Pucawan,NSW,0
North Richmond,NSW,314
Dungay,NSW,2
Pumpenbil,NSW,3
Ben Lomond,NSW,2
Ardglen,NSW,4
Bushells Ridge,NSW,23
Freemans Reach,NSW,82
Chambigne,NSW,3
Lillian Rock,NSW,0
Prairiewood,NSW,322
Boorabee Park,NSW,5
Royalla,NSW,11
Leumeah,NSW,1154
Kiah,NSW,7
Goombargana,NSW,2
Dareton,NSW,170
Fitzgeralds Mount,NSW,5
North Narrabeen,NSW,285
Tewinga,NSW,3
Flat Tops,NSW,3
Nullamanna,NSW,8
Linley Point,NSW,14
Singleton Military Area,NSW,6
Birdwood,NSW,2
Camperdown,NSW,1124
Kiar,NSW,8
Holsworthy,NSW,469
Dyers Crossing,NSW,10
Narromine,NSW,888
Gangat,NSW,3
Peakhurst,NSW,358
South Tamworth,NSW,1739
Keepit,NSW,1
Bomera,NSW,2
Welby,NSW,44
St Marys,NSW,6286
Newrybar,NSW,15
Minnie Water,NSW,10
North Nowra,NSW,249
Coolah,NSW,94
Coraki,NSW,102
Allawah,NSW,125
Argenton,NSW,158
Tantonan,NSW,0
Aberfoyle,NSW,7
Hillston,NSW,131
Gundamulda,NSW,0
Brisbane Grove,NSW,18
Marlo Merrican,NSW,3
Ruthven,NSW,2
Mortlake,NSW,28
Palarang,NSW,0
Coleambally,NSW,51
Wards River,NSW,3
Macquarie Fields,NSW,1613
Balala,NSW,7
Wambool,NSW,1
Wrights Creek,NSW,1
North Rocks,NSW,308
Yarranbella,NSW,14
Spring Creek,NSW,3
Speers Point,NSW,186
Thrumster,NSW,115
Scotia,NSW,0
Catalina,NSW,156
Royal National Park,NSW,106
Gurnang,NSW,2
Warialda,NSW,122
Yarrabandai,NSW,5
Congarinni North,NSW,19
Auburn,NSW,3880
Stonequarry,NSW,1
Colinton,NSW,2
Mooneba,NSW,6
Fletcher,NSW,230
Yoogali,NSW,34
Eastwood,NSW,816
Bomaderry,NSW,638
Sutherland,NSW,3280
Crowdy Head,NSW,2
North Lismore,NSW,121
Pindimar,NSW,43
Elsmore,NSW,11
Cubba,NSW,0
Sydney,NSW,11366
Bellangry,NSW,4
Buckajo,NSW,7
Erskine Park,NSW,241
Oyster Cove,NSW,5
Glenbrook,NSW,175
Talawanta,NSW,0
Gwynneville,NSW,169
Pola Creek,NSW,1
Kilgra,NSW,3
Myrtle Mountain,NSW,1
Yambulla,NSW,0
Coopernook,NSW,44
Woollamia,NSW,30
Merriangaah,NSW,0
Queanbeyan West,NSW,195
Green Pigeon,NSW,1
Pulletop,NSW,0
East Hills,NSW,200
Meryla,NSW,0
Mirrool,NSW,1
Mograni,NSW,0
Warregah Island,NSW,0
The Lagoon,NSW,4
Old Grevillia,NSW,2
Watersleigh,NSW,0
Walleroobie,NSW,0
Russell Lea,NSW,114
Oxley Island,NSW,6
Riverlea,NSW,0
Woronora Heights,NSW,55
The Ridgeway,NSW,3
Benerembah,NSW,3
Higher Macdonald,NSW,0
Midginbil,NSW,0
Kippaxs,NSW,0
Moonee Beach,NSW,77
Bellbird,NSW,135
Eagleton,NSW,7
Camerons Creek,NSW,0
Bywong,NSW,27
Gogeldrie,NSW,7
Turrawan,NSW,4
Berowra,NSW,271
North Haven,NSW,90
Dulguigan,NSW,3
Banksia,NSW,153
Pine Clump,NSW,0
Box Hill,NSW,141
Jordan Springs,NSW,353
Deer Vale,NSW,3
Wiarborough,NSW,2
Orient Point,NSW,36
Caroona,NSW,14
Chatsbury,NSW,0
Beverly Hills,NSW,428
Stewarts River,NSW,8
Gidley,NSW,16
Wyneden,NSW,0
Shadforth,NSW,2
Speewa,NSW,4
Piallamore,NSW,6
Gunderman,NSW,5
Bullatale,NSW,2
Murrin Bridge,NSW,93
Pine Valley,NSW,1
Bergalia,NSW,3
Prestons,NSW,678
Gerringong,NSW,63
Mabins Well,NSW,0
Clearfield,NSW,0
Belanglo,NSW,1
West Kempsey,NSW,1341
Yerrinbool,NSW,93
Red Hill,NSW,2
Tara,NSW,0
Yarravel,NSW,46
Stratheden,NSW,3
Yaouk,NSW,1
Old Junee,NSW,8
Webbers Creek,NSW,1
Wallacetown,NSW,0
Yarrowitch,NSW,94
Alumy Creek,NSW,4
South Maitland,NSW,105
Awaba,NSW,167
Hurlstone Park,NSW,284
Waitara,NSW,248
Wirragulla,NSW,0
Ilford,NSW,15
Coledale,NSW,62
Bilambil,NSW,15
Lindifferon,NSW,3
Warnervale,NSW,208
Engadine,NSW,479
Tibooburra,NSW,10
Greenhill,NSW,82
Wellington Vale,NSW,1
Maloneys Beach,NSW,17
Hambledon Hill,NSW,0
Pyrmont,NSW,2122
Greta Main,NSW,4
Mooney Mooney,NSW,50
Gollan,NSW,1
Woolgoolga,NSW,441
Horsley Park,NSW,110
Curban,NSW,5
Glenellen,NSW,4
Buangla,NSW,0
Carrick,NSW,12
St Clair,NSW,790
Bithramere,NSW,1
Jenolan,NSW,10
Fowlers Gap,NSW,1
Mount Irvine,NSW,0
Bondi Junction,NSW,2307
Keri Keri,NSW,5
Kangaroo Valley,NSW,32
Balickera,NSW,2
Newport,NSW,358
Glanmire,NSW,5
Eighteen Mile,NSW,0
Gladstone,NSW,20
Lowanna,NSW,28
Melbergen,NSW,0
Backmede,NSW,1
Pulganbar,NSW,2
Floraville,NSW,49
Rankins Springs,NSW,39
Cedar Brush Creek,NSW,0
Elands,NSW,5
Buchanan,NSW,46
Spring Terrace,NSW,4
Carlaminda,NSW,2
Melrose Park,NSW,55
Jacksons Flat,NSW,0
Camden,NSW,432
Iluka,NSW,138
Darlington,NSW,160
Wallsend,NSW,1524
Broadway,NSW,1
Bardwell Park,NSW,98
Kioloa,NSW,18
Nowra,NSW,2727
Temagog,NSW,12
Grabben Gullen,NSW,18
Bonnyrigg Heights,NSW,221
Kars Springs,NSW,0
Yarragrin,NSW,0
Apsley,NSW,25
Southampton,NSW,0
Bardia,NSW,79
Bidwill,NSW,681
Booligal,NSW,42
Fords Bridge,NSW,4
Clandulla,NSW,6
Dunbogan,NSW,41
Peak Hill,NSW,147
Congewai,NSW,2
Tingira Heights,NSW,65
Belmont North,NSW,341
Linden,NSW,28
Logans Crossing,NSW,2
Craigie,NSW,0
Arkstone,NSW,0
Kariong,NSW,347
Drummoyne,NSW,562
South Pambula,NSW,15
Broken Head,NSW,26
Wollongong,NSW,6432
White Rock,NSW,8
Stony Crossing,NSW,0
Bald Nob,NSW,0
Manly Vale,NSW,213
Spring Farm,NSW,206
Bundanoon,NSW,51
Talmalmo,NSW,5
Pallal,NSW,2
Mandemar,NSW,0
Willbriggie,NSW,7
Alleena,NSW,1
Polo Flat,NSW,12
Glenfield,NSW,3094
Tintinhull,NSW,7
Majors Creek,NSW,3
Ramsgate Beach,NSW,72
Baryulgil,NSW,10
Bundewallah,NSW,0
Old Erowal Bay,NSW,48
West Nowra,NSW,77
Nimmitabel,NSW,21
Birriwa,NSW,1
Campbelltown,NSW,7995
Shannon Brook,NSW,7
Coxs Crown,NSW,0
Wickham,NSW,597
Bungabbee,NSW,0
Milsons Passage,NSW,12
Barrington Tops,NSW,2
Weedallion,NSW,0
Evans Plains,NSW,6
Palm Beach,NSW,103
Comboyne,NSW,20
Limeburners Creek,NSW,13
Metz,NSW,0
Barham,NSW,82
Maroubra,NSW,2518
Dolls Point,NSW,55
Widden,NSW,1
Bolwarra Heights,NSW,56
Mount Murray,NSW,1
Loftus,NSW,100
Nungatta,NSW,0
Burrell Creek,NSW,6
Mount Hunter,NSW,19
Ghinni Ghinni,NSW,7
Tipperary,NSW,3
Moogem,NSW,1
Glen Ward,NSW,0
Rodd Point,NSW,27
Luskintyre,NSW,11
Kellyville,NSW,736
Upper Coopers Creek,NSW,0
South Gundagai,NSW,101
Garra,NSW,3
Bucketty,NSW,8
Keiraville,NSW,201
Doyles River,NSW,0
Gunnedah,NSW,1110
Somerton,NSW,27
Old Mill,NSW,6
Junee,NSW,339
Catherine Field,NSW,50
Mount Lambie,NSW,6
Nashdale,NSW,25
Bingara,NSW,116
Ocean Shores,NSW,179
Mitchells Island,NSW,9
Rainbow Flat,NSW,27
The Risk,NSW,1
Ghinni Ghi,NSW,0
Arrawarra,NSW,22
Malabar,NSW,257
Wandook,NSW,2
Brooklyn,NSW,104
Fassifern,NSW,477
Tabbil Creek,NSW,3
Springdale,NSW,5
McLeods Shoot,NSW,3
Bassendean,NSW,0
Kurrajong,NSW,49
Oakey Park,NSW,8
Terrey Hills,NSW,95
Monkerai,NSW,81
Murray Gorge,NSW,0
Caparra,NSW,2
Pearces Creek,NSW,1
Marlow,NSW,3
Monteagle,NSW,11
Busbys Flat,NSW,3
Warrawong,NSW,1048
West Tamworth,NSW,1532
Cobbitty,NSW,75
Calimo,NSW,4
Burnt Bridge,NSW,28
Warral,NSW,9
Lalor Park,NSW,685
Patchs Beach,NSW,2
Medowie,NSW,288
Great Marlow,NSW,4
Run-o-Waters,NSW,2
Lower Duck Creek,NSW,0
Rankin Park,NSW,57
Eungai Creek,NSW,27
Panuara,NSW,0
Warragai Creek,NSW,2
Rocky Hall,NSW,2
Wiley Park,NSW,400
Mount Burrell,NSW,8
Hartley Vale,NSW,5
Farnham,NSW,5
Kangaroobie,NSW,0
Thuddungra,NSW,3
Wardrop Valley,NSW,2
Bulga Forest,NSW,0
Vale Of Clwydd,NSW,28
Tiri,NSW,0
Chaelundi,NSW,0
Emerald Hill,NSW,2
Jingellic,NSW,1
Carramar,NSW,419
Tianjara,NSW,1
Combara,NSW,0
Main Arm,NSW,28
Doctors Gap,NSW,3
Stony Creek,NSW,2
Wybong,NSW,5
West Pennant Hills,NSW,276
Sackville,NSW,18
Belmont South,NSW,98
Bobadah,NSW,0
Sandy Creek,NSW,0
Moree,NSW,2852
Cundletown,NSW,68
Tenterden,NSW,0
Kangaroo Point,NSW,15
Wamban,NSW,2
Teven,NSW,8
Corangula,NSW,0
Tallawang,NSW,11
Upper Taylors Arm,NSW,4
Stratford,NSW,13
Bowling Alley Point,NSW,3
Potts Point,NSW,4211
Seahampton,NSW,26
Wybung,NSW,6
Long Plain,NSW,4
Merrylands West,NSW,403
Turlinjah,NSW,4
Bondi Forest,NSW,0
Old Guildford,NSW,83
Tulloona,NSW,0
Lake George,NSW,4
Faulconbridge,NSW,176
Carrs Creek,NSW,7
Emu Swamp,NSW,2
Kooba,NSW,1
Enmore,NSW,238
Elland,NSW,8
Charbon,NSW,4
Taree South,NSW,61
Morpeth,NSW,85
Hamilton North,NSW,56
Mitchell,NSW,82
Brinerville,NSW,0
Nimbin,NSW,701
Burraneer,NSW,101
Hazelgrove,NSW,3
Garland,NSW,2
Darlington Point,NSW,134
Mount Vincent,NSW,12
Aberdeen,NSW,134
Diamond Head,NSW,3
Rossi,NSW,1
Wongarbon,NSW,30
Totnes Valley,NSW,0
Tooranie,NSW,0
Macdonalds Creek,NSW,0
Werrington Downs,NSW,73
Moss Vale,NSW,546
Bouddi,NSW,5
Doonbah,NSW,1
Concord West,NSW,184
Hollydeen,NSW,2
South Granville,NSW,397
Blacksmiths,NSW,90
Watsons Creek,NSW,2
Tralee,NSW,0
Barneys Reef,NSW,0
Phoenix Park,NSW,7
Tomerong,NSW,61
Kenthurst,NSW,90
Home Rule,NSW,2
St Fillans,NSW,9
Wirrimbi,NSW,5
Munni,NSW,0
Chinderah,NSW,256
Wandella,NSW,4
Glen Elgin,NSW,4
Rossmore,NSW,142
Walang,NSW,4
Bunyah,NSW,4
South Penrith,NSW,624
Corndale,NSW,11
Woodburn,NSW,58
Wakefield,NSW,122
Callaghan,NSW,391
Wattamolla,NSW,4
Allgomera,NSW,10
Hyndmans Creek,NSW,2
Matcham,NSW,31
Maddens Plains,NSW,8
Fiddletown,NSW,10
Weabonga,NSW,2
Willi Willi,NSW,1
Goodwood Island,NSW,9
Lindfield,NSW,240
Murulla,NSW,0
Pottery Estate,NSW,18
Lismore,NSW,1692
Myall Lake,NSW,0
Thyra,NSW,2
Nelson,NSW,21
Moobi,NSW,3
Olney,NSW,2
Angledale,NSW,1
Shell Cove,NSW,151
Kangaroo Creek,NSW,3
Shortland,NSW,277
Armatree,NSW,6
Kings Plains,NSW,4
Warri,NSW,3
Bibbenluke,NSW,1
Cooranbong,NSW,228
Berthong,NSW,3
Ungarie,NSW,23
Evans Head,NSW,157
Murray Downs,NSW,11
Gormans Hill,NSW,68
Durran Durra,NSW,6
Stanwell Park,NSW,43
Saumarez,NSW,1
Salisbury Plains,NSW,0
Brooklet,NSW,6
Gymea,NSW,609
Willina,NSW,1
Eungai Rail,NSW,14
North Shore,NSW,4
Mossgiel,NSW,3
Failford,NSW,25
Dairy Flat,NSW,0
Atholwood,NSW,2
Oaklands,NSW,25
Linburn,NSW,2
Fingal Bay,NSW,55
Boambee East,NSW,287
Carwoola,NSW,25
Bendolba,NSW,5
Steeple Flat,NSW,4
Mount Foster,NSW,0
Ootha,NSW,0
Firefly,NSW,15
Napoleon Reef,NSW,6
Brownlow Hill,NSW,66
Mulgoa,NSW,60
Cremorne Point,NSW,50
Longarm,NSW,0
Palmwoods,NSW,2
Paupong,NSW,5
Cambridge Park,NSW,388
Bolaro,NSW,5
Baerami Creek,NSW,3
Urbenville,NSW,14
Nubba,NSW,2
Yarrawonga Park,NSW,10
Forest Reefs,NSW,11
Apple Tree Flat,NSW,1
The Gap,NSW,9
Eden,NSW,331
Armidale,NSW,3005
Mullumbimby,NSW,418
Tuckombil,NSW,3
Mila,NSW,0
Woodford,NSW,86
Pendle Hill,NSW,756
Seal Rocks,NSW,20
Darlow,NSW,0
Melinga,NSW,2
Adamstown Heights,NSW,170
Beacon Hill,NSW,130
Dover Heights,NSW,63
Wylies Flat,NSW,1
Bilgola Beach,NSW,4
Piallaway,NSW,16
Brownsville,NSW,39
Fernbank Creek,NSW,38
Kendall,NSW,33
Little Bay,NSW,169
Myall Creek,NSW,0
Ashby Island,NSW,0
Lord Howe Island,NSW,23
West Wiangaree,NSW,3
Lambs Valley,NSW,16
Manobalai,NSW,3
Sun Valley,NSW,26
Moonan Brook,NSW,4
Ulmarra,NSW,39
Dirnaseer,NSW,0
Smiths Creek,NSW,7
Narone Creek,NSW,1
Kiama,NSW,477
Minchinbury,NSW,474
Taren Point,NSW,174
Croki,NSW,1
Moorara,NSW,0
Nymagee,NSW,30
Jerilderie,NSW,55
Stotts Creek,NSW,4
Bellambi,NSW,725
Angledool,NSW,0
Lurnea,NSW,453
Edmondson Park,NSW,474
Collarenebri,NSW,108
Duffys Forest,NSW,13
Woodstock,NSW,38
Guerilla Bay,NSW,1
Sackville North,NSW,6
Dundas,NSW,153
Orange,NSW,4905
Tingha,NSW,165
Bombira,NSW,20
Mount Saint Thomas,NSW,68
Boat Harbour,NSW,40
Werri Beach,NSW,10
Lucas Heights,NSW,10
Black Head,NSW,65
McCullys Gap,NSW,7
Blackheath,NSW,171
Barangaroo,NSW,131
Stanford Merthyr,NSW,22
Sandy Beach,NSW,144
Woody Head,NSW,0
Burraboi,NSW,3
Rockley Mount,NSW,1
Sandy Gully,NSW,1
Buttaba,NSW,38
Thalgarrah,NSW,3
Shanes Park,NSW,32
Lindendale,NSW,22
Binda,NSW,8
Kamarah,NSW,0
Theresa Creek,NSW,1
Ballengarra,NSW,0
Lionsville,NSW,1
Quipolly,NSW,8
Rosedale,NSW,5
Balgowlah Heights,NSW,73
Rainbow Reach,NSW,13
Hat Head,NSW,42
Dorroughby,NSW,5
Nelungaloo,NSW,4
Burrawang,NSW,7
Botany,NSW,604
Woolbrook,NSW,16
Erigolia,NSW,0
Leets Vale,NSW,7
Cams Wharf,NSW,12
Simpkins Creek,NSW,0
Nelligen,NSW,36
Jindabyne,NSW,353
Carrowbrook,NSW,1
Erudgere,NSW,4
Bungowannah,NSW,3
Hargraves,NSW,11
Upper Colo,NSW,1
Dooralong,NSW,16
Birrong,NSW,457
Quidong,NSW,2
Sanctuary Point,NSW,424
Otford,NSW,22
Kings Point,NSW,6
Cassilis,NSW,14
Cargo,NSW,11
Minto,NSW,2131
Warrah Creek,NSW,2
Collerina,NSW,0
Annangrove,NSW,36
Carwell,NSW,0
Burrapine,NSW,2
Micalo Island,NSW,0
Berrilee,NSW,6
Kempsey,NSW,636
Palmvale,NSW,1
Pambula,NSW,66
Berrigal,NSW,0
Berrigan,NSW,82
Kundle Kundle,NSW,11
Duck Creek,NSW,0
Wimbledon,NSW,1
Caniaba,NSW,14
Daceyville,NSW,128
Geneva,NSW,21
Summer Island,NSW,1
Bolton Point,NSW,161
Yerranderie,NSW,3
Sunshine,NSW,8
Canyonleigh,NSW,10
Scotts Head,NSW,25
St Andrews,NSW,192
Caringbah,NSW,1621
Quirindi,NSW,338
Burrandana,NSW,0
Kosciuszko National Park,NSW,71
Belbora,NSW,3
Curraweela,NSW,0
Teralba,NSW,420
Brushy Creek,NSW,1
Milton,NSW,68
Barrington,NSW,9
Curragh,NSW,0
Warburn,NSW,2
Currawarna,NSW,7
Gineroi,NSW,1
Matheson,NSW,5
Pikapene,NSW,0
Gulmarrad,NSW,50
Dingo Forest,NSW,0
Collingwood,NSW,1
Batlow,NSW,74
Hungerford,NSW,4
Birganbigil,NSW,0
Burragate,NSW,2
Melville,NSW,5
Ulamambri,NSW,1
Prospect,NSW,367
Hornsby,NSW,3573
Rannock,NSW,1
Yetholme,NSW,8
Mayfield,NSW,1185
Girral,NSW,4
Yarrowyck,NSW,4
Taloumbi,NSW,8
Bundook,NSW,5
Mullion,NSW,2
Sunset Strip,NSW,7
Sandy Hill,NSW,8
Wedderburn,NSW,44
Calga,NSW,39
Dee Why,NSW,1836
Glebe,NSW,2477
The Pinnacles,NSW,8
Pyree,NSW,5
Tinderry,NSW,3
Tennyson,NSW,9
